h 	 pve 	 rho 	 pge 	 pi 	 n_gamma
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.975331e-01	9.803345e-01	9.946609e-01	9.588010e-01	6.731037e-03	11	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.919109e-01	9.522008e-01	9.999956e-01	9.999712e-01	6.468303e-03	10	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.915204e-01	9.247517e-01	9.994733e-01	9.975725e-01	6.611756e-03	9	
9.986702e-01	9.678274e-01	9.979286e-01	9.479831e-01	6.717040e-03	10	
9.986702e-01	9.678274e-01	9.979286e-01	9.479831e-01	6.717040e-03	10	
9.986702e-01	9.678274e-01	9.979286e-01	9.479831e-01	6.717040e-03	10	
9.986702e-01	9.678274e-01	9.979286e-01	9.479831e-01	6.717040e-03	10	
9.986702e-01	9.678274e-01	9.979286e-01	9.479831e-01	6.717040e-03	10	
9.986702e-01	9.678274e-01	9.979286e-01	9.479831e-01	6.717040e-03	10	
9.986702e-01	9.678274e-01	9.979286e-01	9.479831e-01	6.717040e-03	10	
9.986702e-01	9.678274e-01	9.979286e-01	9.479831e-01	6.717040e-03	10	
9.986702e-01	9.678274e-01	9.979286e-01	9.479831e-01	6.717040e-03	10	
9.986702e-01	9.678274e-01	9.979286e-01	9.479831e-01	6.717040e-03	10	
9.986702e-01	9.678274e-01	9.979286e-01	9.479831e-01	6.717040e-03	10	
9.914234e-01	9.275105e-01	9.990267e-01	9.922670e-01	6.563769e-03	9	
9.914234e-01	9.275105e-01	9.990267e-01	9.922670e-01	6.563769e-03	9	
9.914234e-01	9.275105e-01	9.990267e-01	9.922670e-01	6.563769e-03	9	
9.914234e-01	9.275105e-01	9.990267e-01	9.922670e-01	6.563769e-03	9	
9.914234e-01	9.275105e-01	9.990267e-01	9.922670e-01	6.563769e-03	9	
9.914234e-01	9.275105e-01	9.990267e-01	9.922670e-01	6.563769e-03	9	
9.914234e-01	9.275105e-01	9.990267e-01	9.922670e-01	6.563769e-03	9	
9.914234e-01	9.275105e-01	9.990267e-01	9.922670e-01	6.563769e-03	9	
9.914234e-01	9.275105e-01	9.990267e-01	9.922670e-01	6.563769e-03	9	
